transaction_id,customer_id,product_id,quantity,price,date,status
TXN000095,CUST0145,PROD0215,1,35.0,2024-01-01,completed
TXN000096,CUST0146,PROD0216,2,40.0,2024-01-01,completed
TXN000097,CUST0147,PROD0217,3,45.0,2024-01-01,completed
TXN000098,CUST0148,PROD0218,4,50.0,2024-01-01,completed
TXN000099,CUST0149,PROD0219,5,55.0,2024-01-01,completed
TXN000100,CUST0100,PROD0200,1,10.0,2024-01-01,
TXN000101,CUST0101,PROD0201,2,15.0,2024-01-01,completed
TXN000102,CUST0102,PROD0202,3,20.0,2024-01-01,completed
TXN000103,CUST0103,PROD0203,4,25.0,2024-01-01,completed
TXN000104,CUST0104,PROD0204,5,30.0,2024-01-01,completed
TXN000105,CUST0105,PROD0205,1,35.0,2024-01-01,completed
TXN000106,CUST0106,PROD0206,2,40.0,2024-01-01,completed
TXN000107,CUST0107,PROD0207,3,45.0,2024-01-01,completed
TXN000108,CUST0108,PROD0208,4,50.0,2024-01-01,completed
TXN000109,CUST0109,PROD0209,5,55.0,2024-01-01,completed
TXN000110,CUST0110,PROD0210,1,10.0,2024-01-01,
TXN000111,CUST0111,PROD0211,2,15.0,2024-01-01,completed
TXN000112,CUST0112,PROD0212,3,20.0,2024-01-01,completed
TXN000113,CUST0113,PROD0213,4,25.0,2024-01-01,completed
TXN000114,CUST0114,PROD0214,5,30.0,2024-01-01,completed
TXN000115,CUST0115,PROD0215,1,35.0,2024-01-01,completed
TXN000116,CUST0116,PROD0216,2,40.0,2024-01-01,completed
TXN000117,CUST0117,PROD0217,3,45.0,2024-01-01,completed
TXN000118,CUST0118,PROD0218,4,50.0,2024-01-01,completed
TXN000119,CUST0119,PROD0219,5,55.0,2024-01-01,completed
TXN000120,CUST0120,PROD0200,1,10.0,2024-01-01,
TXN000121,CUST0121,PROD0201,2,15.0,2024-01-01,completed
TXN000122,CUST0122,PROD0202,3,20.0,2024-01-01,completed
TXN000123,CUST0123,PROD0203,4,25.0,2024-01-01,completed
TXN000124,CUST0124,PROD0204,5,30.0,2024-01-01,completed
TXN000125,CUST0125,PROD0205,1,35.0,2024-01-01,completed
TXN000126,CUST0126,PROD0206,2,40.0,2024-01-01,completed
TXN000127,CUST0127,PROD0207,3,45.0,2024-01-01,completed
TXN000128,CUST0128,PROD0208,4,50.0,2024-01-01,completed
TXN000129,CUST0129,PROD0209,5,55.0,2024-01-01,completed
TXN000130,CUST0130,PROD0210,1,10.0,2024-01-01,
TXN000131,CUST0131,PROD0211,2,15.0,2024-01-01,completed
TXN000132,CUST0132,PROD0212,3,20.0,2024-01-01,completed
TXN000133,CUST0133,PROD0213,4,25.0,2024-01-01,completed
TXN000134,CUST0134,PROD0214,5,30.0,2024-01-01,completed
TXN000135,CUST0135,PROD0215,1,35.0,2024-01-01,completed
TXN000136,CUST0136,PROD0216,2,40.0,2024-01-01,completed
TXN000137,CUST0137,PROD0217,3,45.0,2024-01-01,completed
TXN000138,CUST0138,PROD0218,4,50.0,2024-01-01,completed
TXN000139,CUST0139,PROD0219,5,55.0,2024-01-01,completed
TXN000140,CUST0140,PROD0200,1,10.0,2024-01-01,
TXN000141,CUST0141,PROD0201,2,15.0,2024-01-01,completed
TXN000142,CUST0142,PROD0202,3,20.0,2024-01-01,completed
TXN000143,CUST0143,PROD0203,4,25.0,2024-01-01,completed
TXN000144,CUST0144,PROD0204,5,30.0,2024-01-01,completed
TXN000145,CUST0145,PROD0205,1,35.0,2024-01-01,completed
TXN000146,CUST0146,PROD0206,2,40.0,2024-01-01,completed
TXN000147,CUST0147,PROD0207,3,45.0,2024-01-01,completed
TXN000148,CUST0148,PROD0208,4,50.0,2024-01-01,completed
TXN000149,CUST0149,PROD0209,5,55.0,2024-01-01,completed
TXN000150,CUST0100,PROD0210,1,10.0,2024-01-01,
TXN000151,CUST0101,PROD0211,2,15.0,2024-01-01,completed
TXN000152,CUST0102,PROD0212,3,20.0,2024-01-01,completed
TXN000153,CUST0103,PROD0213,4,25.0,2024-01-01,completed
TXN000154,CUST0104,PROD0214,5,30.0,2024-01-01,completed
TXN000155,CUST0105,PROD0215,1,35.0,2024-01-01,completed
TXN000156,CUST0106,PROD0216,2,40.0,2024-01-01,completed
TXN000157,CUST0107,PROD0217,3,45.0,2024-01-01,completed
TXN000158,CUST0108,PROD0218,4,50.0,2024-01-01,completed
TXN000159,CUST0109,PROD0219,5,55.0,2024-01-01,completed
TXN000160,CUST0110,PROD0200,1,10.0,2024-01-01,
TXN000161,CUST0111,PROD0201,2,15.0,2024-01-01,completed
TXN000162,CUST0112,PROD0202,3,20.0,2024-01-01,completed
TXN000163,CUST0113,PROD0203,4,25.0,2024-01-01,completed
TXN000164,CUST0114,PROD0204,5,30.0,2024-01-01,completed
TXN000165,CUST0115,PROD0205,1,35.0,2024-01-01,completed
TXN000166,CUST0116,PROD0206,2,40.0,2024-01-01,completed
TXN000167,CUST0117,PROD0207,3,45.0,2024-01-01,completed
TXN000168,CUST0118,PROD0208,4,50.0,2024-01-01,completed
TXN000169,CUST0119,PROD0209,5,55.0,2024-01-01,completed
TXN000170,CUST0120,PROD0210,1,10.0,2024-01-01,
TXN000171,CUST0121,PROD0211,2,15.0,2024-01-01,completed
TXN000172,CUST0122,PROD0212,3,20.0,2024-01-01,completed
TXN000173,CUST0123,PROD0213,4,25.0,2024-01-01,completed
TXN000174,CUST0124,PROD0214,5,30.0,2024-01-01,completed
TXN000175,CUST0125,PROD0215,1,35.0,2024-01-01,completed
TXN000176,CUST0126,PROD0216,2,40.0,2024-01-01,completed
TXN000177,CUST0127,PROD0217,3,45.0,2024-01-01,completed
TXN000178,CUST0128,PROD0218,4,50.0,2024-01-01,completed
TXN000179,CUST0129,PROD0219,5,55.0,2024-01-01,completed
TXN000180,CUST0130,PROD0200,1,10.0,2024-01-01,
TXN000181,CUST0131,PROD0201,2,15.0,2024-01-01,completed
TXN000182,CUST0132,PROD0202,3,20.0,2024-01-01,completed
TXN000183,CUST0133,PROD0203,4,25.0,2024-01-01,completed
TXN000184,CUST0134,PROD0204,5,30.0,2024-01-01,completed
TXN000185,CUST0135,PROD0205,1,35.0,2024-01-01,completed
TXN000186,CUST0136,PROD0206,2,40.0,2024-01-01,completed
TXN000187,CUST0137,PROD0207,3,45.0,2024-01-01,completed
TXN000188,CUST0138,PROD0208,4,50.0,2024-01-01,completed
TXN000189,CUST0139,PROD0209,5,55.0,2024-01-01,completed
TXN000190,CUST0140,PROD0210,1,10.0,2024-01-01,
TXN000191,CUST0141,PROD0211,2,15.0,2024-01-01,completed
TXN000192,CUST0142,PROD0212,3,20.0,2024-01-01,completed
TXN000193,CUST0143,PROD0213,4,25.0,2024-01-01,completed
TXN000194,CUST0144,PROD0214,5,30.0,2024-01-01,completed
TXN000195,CUST0145,PROD0215,1,35.0,2024-01-01,completed
TXN000196,CUST0146,PROD0216,2,40.0,2024-01-01,completed
TXN000197,CUST0147,PROD0217,3,45.0,2024-01-01,completed
TXN000198,CUST0148,PROD0218,4,50.0,2024-01-01,completed
TXN000199,CUST0149,PROD0219,5,55.0,2024-01-01,completed
TXN000200,CUST0100,PROD0200,1,10.0,2024-01-01,
TXN000201,CUST0101,PROD0201,2,15.0,2024-01-01,completed
TXN000202,CUST0102,PROD0202,3,20.0,2024-01-01,completed
TXN000203,CUST0103,PROD0203,4,25.0,2024-01-01,completed
TXN000204,CUST0104,PROD0204,5,30.0,2024-01-01,completed
TXN000205,CUST0105,PROD0205,1,35.0,2024-01-01,completed
TXN000206,CUST0106,PROD0206,2,40.0,2024-01-01,completed
TXN000207,CUST0107,PROD0207,3,45.0,2024-01-01,completed
TXN000208,CUST0108,PROD0208,4,50.0,2024-01-01,completed
TXN000209,CUST0109,PROD0209,5,55.0,2024-01-01,completed
TXN000210,CUST0110,PROD0210,1,10.0,2024-01-01,
TXN000211,CUST0111,PROD0211,2,15.0,2024-01-01,completed
TXN000212,CUST0112,PROD0212,3,20.0,2024-01-01,completed
TXN000213,CUST0113,PROD0213,4,25.0,2024-01-01,completed
TXN000214,CUST0114,PROD0214,5,30.0,2024-01-01,completed
TXN000215,CUST0115,PROD0215,1,35.0,2024-01-01,completed
TXN000216,CUST0116,PROD0216,2,40.0,2024-01-01,completed
TXN000217,CUST0117,PROD0217,3,45.0,2024-01-01,completed
TXN000218,CUST0118,PROD0218,4,50.0,2024-01-01,completed
TXN000219,CUST0119,PROD0219,5,55.0,2024-01-01,completed
TXN000220,CUST0120,PROD0200,1,10.0,2024-01-01,
TXN000221,CUST0121,PROD0201,2,15.0,2024-01-01,completed
TXN000222,CUST0122,PROD0202,3,20.0,2024-01-01,completed
TXN000223,CUST0123,PROD0203,4,25.0,2024-01-01,completed
TXN000224,CUST0124,PROD0204,5,30.0,2024-01-01,completed
TXN000225,CUST0125,PROD0205,1,35.0,2024-01-01,completed
TXN000226,CUST0126,PROD0206,2,40.0,2024-01-01,completed
TXN000227,CUST0127,PROD0207,3,45.0,2024-01-01,completed
TXN000228,CUST0128,PROD0208,4,50.0,2024-01-01,completed
TXN000229,CUST0129,PROD0209,5,55.0,2024-01-01,completed
TXN000230,CUST0130,PROD0210,1,10.0,2024-01-01,
TXN000231,CUST0131,PROD0211,2,15.0,2024-01-01,completed
TXN000232,CUST0132,PROD0212,3,20.0,2024-01-01,completed
TXN000233,CUST0133,PROD0213,4,25.0,2024-01-01,completed
TXN000234,CUST0134,PROD0214,5,30.0,2024-01-01,completed
TXN000235,CUST0135,PROD0215,1,35.0,2024-01-01,completed
TXN000236,CUST0136,PROD0216,2,40.0,2024-01-01,completed
TXN000237,CUST0137,PROD0217,3,45.0,2024-01-01,completed
TXN000238,CUST0138,PROD0218,4,50.0,2024-01-01,completed
TXN000239,CUST0139,PROD0219,5,55.0,2024-01-01,completed
TXN000240,CUST0140,PROD0200,1,10.0,2024-01-01,
TXN000241,CUST0141,PROD0201,2,15.0,2024-01-01,completed
TXN000242,CUST0142,PROD0202,3,20.0,2024-01-01,completed
TXN000243,CUST0143,PROD0203,4,25.0,2024-01-01,completed
TXN000244,CUST0144,PROD0204,5,30.0,2024-01-01,completed
TXN000245,CUST0145,PROD0205,1,35.0,2024-01-01,completed
TXN000246,CUST0146,PROD0206,2,40.0,2024-01-01,completed
TXN000247,CUST0147,PROD0207,3,45.0,2024-01-01,completed
TXN000248,CUST0148,PROD0208,4,50.0,2024-01-01,completed
TXN000249,CUST0149,PROD0209,5,55.0,2024-01-01,completed
TXN000250,CUST0100,PROD0210,1,10.0,2024-01-01,
TXN000251,CUST0101,PROD0211,2,15.0,2024-01-01,completed
TXN000252,CUST0102,PROD0212,3,20.0,2024-01-01,completed
TXN000253,CUST0103,PROD0213,4,25.0,2024-01-01,completed
TXN000254,CUST0104,PROD0214,5,30.0,2024-01-01,completed
TXN000255,CUST0105,PROD0215,1,35.0,2024-01-01,completed
TXN000256,CUST0106,PROD0216,2,40.0,2024-01-01,completed
TXN000257,CUST0107,PROD0217,3,45.0,2024-01-01,completed
TXN000258,CUST0108,PROD0218,4,50.0,2024-01-01,completed
TXN000259,CUST0109,PROD0219,5,55.0,2024-01-01,completed
TXN000260,CUST0110,PROD0200,1,10.0,2024-01-01,
TXN000261,CUST0111,PROD0201,2,15.0,2024-01-01,completed
TXN000262,CUST0112,PROD0202,3,20.0,2024-01-01,completed
TXN000263,CUST0113,PROD0203,4,25.0,2024-01-01,completed
TXN000264,CUST0114,PROD0204,5,30.0,2024-01-01,completed
TXN000265,CUST0115,PROD0205,1,35.0,2024-01-01,completed
TXN000266,CUST0116,PROD0206,2,40.0,2024-01-01,completed
TXN000267,CUST0117,PROD0207,3,45.0,2024-01-01,completed
TXN000268,CUST0118,PROD0208,4,50.0,2024-01-01,completed
TXN000269,CUST0119,PROD0209,5,55.0,2024-01-01,completed
TXN000270,CUST0120,PROD0210,1,10.0,2024-01-01,
TXN000271,CUST0121,PROD0211,2,15.0,2024-01-01,completed
TXN000272,CUST0122,PROD0212,3,20.0,2024-01-01,completed
TXN000273,CUST0123,PROD0213,4,25.0,2024-01-01,completed
TXN000274,CUST0124,PROD0214,5,30.0,2024-01-01,completed
TXN000275,CUST0125,PROD0215,1,35.0,2024-01-01,completed
TXN000276,CUST0126,PROD0216,2,40.0,2024-01-01,completed
TXN000277,CUST0127,PROD0217,3,45.0,2024-01-01,completed
TXN000278,CUST0128,PROD0218,4,50.0,2024-01-01,completed
TXN000279,CUST0129,PROD0219,5,55.0,2024-01-01,completed
TXN000280,CUST0130,PROD0200,1,10.0,2024-01-01,
TXN000281,CUST0131,PROD0201,2,15.0,2024-01-01,completed
TXN000282,CUST0132,PROD0202,3,20.0,2024-01-01,completed
TXN000283,CUST0133,PROD0203,4,25.0,2024-01-01,completed
TXN000284,CUST0134,PROD0204,5,30.0,2024-01-01,completed
TXN000285,CUST0135,PROD0205,1,35.0,2024-01-01,completed
TXN000286,CUST0136,PROD0206,2,40.0,2024-01-01,completed
TXN000287,CUST0137,PROD0207,3,45.0,2024-01-01,completed
TXN000288,CUST0138,PROD0208,4,50.0,2024-01-01,completed
TXN000289,CUST0139,PROD0209,5,55.0,2024-01-01,completed
TXN000290,CUST0140,PROD0210,1,10.0,2024-01-01,
TXN000291,CUST0141,PROD0211,2,15.0,2024-01-01,completed
TXN000292,CUST0142,PROD0212,3,20.0,2024-01-01,completed
TXN000293,CUST0143,PROD0213,4,25.0,2024-01-01,completed
TXN000294,CUST0144,PROD0214,5,30.0,2024-01-01,completed
TXN000295,CUST0145,PROD0215,1,35.0,2024-01-01,completed
TXN000296,CUST0146,PROD0216,2,40.0,2024-01-01,completed
TXN000297,CUST0147,PROD0217,3,45.0,2024-01-01,completed
TXN000298,CUST0148,PROD0218,4,50.0,2024-01-01,completed
TXN000299,CUST0149,PROD0219,5,55.0,2024-01-01,completed
TXN000300,CUST0100,PROD0200,1,10.0,2024-01-01,
TXN000301,CUST0101,PROD0201,2,15.0,2024-01-01,completed
TXN000302,CUST0102,PROD0202,3,20.0,2024-01-01,completed
TXN000303,CUST0103,PROD0203,4,25.0,2024-01-01,completed
TXN000304,CUST0104,PROD0204,5,30.0,2024-01-01,completed
TXN000305,CUST0105,PROD0205,1,35.0,2024-01-01,completed
TXN000306,CUST0106,PROD0206,2,40.0,2024-01-01,completed
TXN000307,CUST0107,PROD0207,3,45.0,2024-01-01,completed
TXN000308,CUST0108,PROD0208,4,50.0,2024-01-01,completed
TXN000309,CUST0109,PROD0209,5,55.0,2024-01-01,completed
TXN000310,CUST0110,PROD0210,1,10.0,2024-01-01,
TXN000311,CUST0111,PROD0211,2,15.0,2024-01-01,completed
TXN000312,CUST0112,PROD0212,3,20.0,2024-01-01,completed
TXN000313,CUST0113,PROD0213,4,25.0,2024-01-01,completed
TXN000314,CUST0114,PROD0214,5,30.0,2024-01-01,completed
TXN000315,CUST0115,PROD0215,1,35.0,2024-01-01,completed
TXN000316,CUST0116,PROD0216,2,40.0,2024-01-01,completed
TXN000317,CUST0117,PROD0217,3,45.0,2024-01-01,completed
TXN000318,CUST0118,PROD0218,4,50.0,2024-01-01,completed
TXN000319,CUST0119,PROD0219,5,55.0,2024-01-01,completed
TXN000320,CUST0120,PROD0200,1,10.0,2024-01-01,
TXN000321,CUST0121,PROD0201,2,15.0,2024-01-01,completed
TXN000322,CUST0122,PROD0202,3,20.0,2024-01-01,completed
TXN000323,CUST0123,PROD0203,4,25.0,2024-01-01,completed
TXN000324,CUST0124,PROD0204,5,30.0,2024-01-01,completed
TXN000325,CUST0125,PROD0205,1,35.0,2024-01-01,completed
TXN000326,CUST0126,PROD0206,2,40.0,2024-01-01,completed
TXN000327,CUST0127,PROD0207,3,45.0,2024-01-01,completed
TXN000328,CUST0128,PROD0208,4,50.0,2024-01-01,completed
TXN000329,CUST0129,PROD0209,5,55.0,2024-01-01,completed
TXN000330,CUST0130,PROD0210,1,10.0,2024-01-01,
TXN000331,CUST0131,PROD0211,2,15.0,2024-01-01,completed
TXN000332,CUST0132,PROD0212,3,20.0,2024-01-01,completed
TXN000333,CUST0133,PROD0213,4,25.0,2024-01-01,completed
TXN000334,CUST0134,PROD0214,5,30.0,2024-01-01,completed
TXN000335,CUST0135,PROD0215,1,35.0,2024-01-01,completed
TXN000336,CUST0136,PROD0216,2,40.0,2024-01-01,completed
TXN000337,CUST0137,PROD0217,3,45.0,2024-01-01,completed
TXN000338,CUST0138,PROD0218,4,50.0,2024-01-01,completed
TXN000339,CUST0139,PROD0219,5,55.0,2024-01-01,completed
TXN000340,CUST0140,PROD0200,1,10.0,2024-01-01,
TXN000341,CUST0141,PROD0201,2,15.0,2024-01-01,completed
TXN000342,CUST0142,PROD0202,3,20.0,2024-01-01,completed
TXN000343,CUST0143,PROD0203,4,25.0,2024-01-01,completed
TXN000344,CUST0144,PROD0204,5,30.0,2024-01-01,completed
TXN000345,CUST0145,PROD0205,1,35.0,2024-01-01,completed
TXN000346,CUST0146,PROD0206,2,40.0,2024-01-01,completed
TXN000347,CUST0147,PROD0207,3,45.0,2024-01-01,completed
TXN000348,CUST0148,PROD0208,4,50.0,2024-01-01,completed
TXN000349,CUST0149,PROD0209,5,55.0,2024-01-01,completed
TXN000350,CUST0100,PROD0210,1,10.0,2024-01-01,
TXN000351,CUST0101,PROD0211,2,15.0,2024-01-01,completed
TXN000352,CUST0102,PROD0212,3,20.0,2024-01-01,completed
TXN000353,CUST0103,PROD0213,4,25.0,2024-01-01,completed
TXN000354,CUST0104,PROD0214,5,30.0,2024-01-01,completed
TXN000355,CUST0105,PROD0215,1,35.0,2024-01-01,completed
TXN000356,CUST0106,PROD0216,2,40.0,2024-01-01,completed
TXN000357,CUST0107,PROD0217,3,45.0,2024-01-01,completed
TXN000358,CUST0108,PROD0218,4,50.0,2024-01-01,completed
TXN000359,CUST0109,PROD0219,5,55.0,2024-01-01,completed
TXN000360,CUST0110,PROD0200,1,10.0,2024-01-01,
TXN000361,CUST0111,PROD0201,2,15.0,2024-01-01,completed
TXN000362,CUST0112,PROD0202,3,20.0,2024-01-01,completed
TXN000363,CUST0113,PROD0203,4,25.0,2024-01-01,completed
TXN000364,CUST0114,PROD0204,5,30.0,2024-01-01,completed
TXN000365,CUST0115,PROD0205,1,35.0,2024-01-01,completed
TXN000366,CUST0116,PROD0206,2,40.0,2024-01-01,completed
TXN000367,CUST0117,PROD0207,3,45.0,2024-01-01,completed
TXN000368,CUST0118,PROD0208,4,50.0,2024-01-01,completed
TXN000369,CUST0119,PROD0209,5,55.0,2024-01-01,completed
TXN000370,CUST0120,PROD0210,1,10.0,2024-01-01,
TXN000371,CUST0121,PROD0211,2,15.0,2024-01-01,completed
TXN000372,CUST0122,PROD0212,3,20.0,2024-01-01,completed
TXN000373,CUST0123,PROD0213,4,25.0,2024-01-01,completed
TXN000374,CUST0124,PROD0214,5,30.0,2024-01-01,completed
TXN000375,CUST0125,PROD0215,1,35.0,2024-01-01,completed
TXN000376,CUST0126,PROD0216,2,40.0,2024-01-01,completed
TXN000377,CUST0127,PROD0217,3,45.0,2024-01-01,completed
TXN000378,CUST0128,PROD0218,4,50.0,2024-01-01,completed
TXN000379,CUST0129,PROD0219,5,55.0,2024-01-01,completed
TXN000380,CUST0130,PROD0200,1,10.0,2024-01-01,
TXN000381,CUST0131,PROD0201,2,15.0,2024-01-01,completed
TXN000382,CUST0132,PROD0202,3,20.0,2024-01-01,completed
TXN000383,CUST0133,PROD0203,4,25.0,2024-01-01,completed
TXN000384,CUST0134,PROD0204,5,30.0,2024-01-01,completed
TXN000385,CUST0135,PROD0205,1,35.0,2024-01-01,completed
TXN000386,CUST0136,PROD0206,2,40.0,2024-01-01,completed
TXN000387,CUST0137,PROD0207,3,45.0,2024-01-01,completed
TXN000388,CUST0138,PROD0208,4,50.0,2024-01-01,completed
TXN000389,CUST0139,PROD0209,5,55.0,2024-01-01,completed
TXN000390,CUST0140,PROD0210,1,10.0,2024-01-01,
TXN000391,CUST0141,PROD0211,2,15.0,2024-01-01,completed
TXN000392,CUST0142,PROD0212,3,20.0,2024-01-01,completed
TXN000393,CUST0143,PROD0213,4,25.0,2024-01-01,completed
TXN000394,CUST0144,PROD0214,5,30.0,2024-01-01,completed
TXN000395,CUST0145,PROD0215,1,35.0,2024-01-01,completed
TXN000396,CUST0146,PROD0216,2,40.0,2024-01-01,completed
TXN000397,CUST0147,PROD0217,3,45.0,2024-01-01,completed
TXN000398,CUST0148,PROD0218,4,50.0,2024-01-01,completed
TXN000399,CUST0149,PROD0219,5,55.0,2024-01-01,completed
TXN000400,CUST0100,PROD0200,1,10.0,2024-01-01,
TXN000401,CUST0101,PROD0201,2,15.0,2024-01-01,completed
TXN000402,CUST0102,PROD0202,3,20.0,2024-01-01,completed
TXN000403,CUST0103,PROD0203,4,25.0,2024-01-01,completed
TXN000404,CUST0104,PROD0204,5,30.0,2024-01-01,completed
TXN000405,CUST0105,PROD0205,1,35.0,2024-01-01,completed
TXN000406,CUST0106,PROD0206,2,40.0,2024-01-01,completed
TXN000407,CUST0107,PROD0207,3,45.0,2024-01-01,completed
TXN000408,CUST0108,PROD0208,4,50.0,2024-01-01,completed
TXN000409,CUST0109,PROD0209,5,55.0,2024-01-01,completed
TXN000410,CUST0110,PROD0210,1,10.0,2024-01-01,
TXN000411,CUST0111,PROD0211,2,15.0,2024-01-01,completed
TXN000412,CUST0112,PROD0212,3,20.0,2024-01-01,completed
